
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-6-24,42,34,26,12,7,2,28,19,9,1014,1008,1006,16,16,16,39,13,55,0.00,0,,120<br />
2015-6-25,41,35,28,15,12,9,40,28,16,1015,1010,1006,16,16,5,64,14,95,T,1,Rain-Thunderstorm,159<br />
2015-6-26,41,33,26,19,15,10,55,37,18,1016,1011,1007,16,16,10,50,15,64,5.33,1,Rain-Thunderstorm,149<br />
2015-6-27,41,33,24,18,14,9,64,40,16,1015,1011,1007,16,16,11,74,14,92,1.27,2,Rain-Thunderstorm,104<br />
2015-6-28,39,32,25,18,15,12,62,42,21,1014,1011,1008,16,16,16,40,12,52,0.00,1,Thunderstorm,235<br />
2015-6-29,41,33,24,18,15,11,64,41,17,1015,1011,1007,16,16,16,40,11,50,T,1,Rain-Thunderstorm,212<br />
2015-6-30,38,31,23,20,17,14,74,49,24,1017,1011,1005,16,16,11,60,17,72,2.29,1,Rain-Thunderstorm,206<br />
2015-7-1,36,29,22,19,17,14,79,55,30,1013,1011,1009,16,16,16,26,13,32,0.00,0,,197<br />
2015-7-2,38,31,23,18,15,12,73,47,21,1013,1010,1006,16,16,16,27,11,37,0.00,0,,288<br />
2015-7-3,38,33,27,16,12,10,47,33,19,1011,1008,1004,16,16,16,34,13,47,0.00,0,,351<br />
2015-7-4,34,31,27,17,14,11,45,37,28,1015,1009,1006,16,16,16,35,12,45,T,2,Rain-Thunderstorm,198<br />
2015-7-5,31,29,26,19,17,14,64,52,40,1018,1013,1009,16,16,16,26,11,42,0.00,4,Rain-Thunderstorm,206<br />
2015-7-6,36,30,24,19,17,15,69,51,32,1015,1012,1009,16,16,16,29,8,39,T,2,Rain-Thunderstorm,235<br />
2015-7-7,38,32,24,18,14,9,64,41,18,1012,1009,1005,16,16,16,24,8,32,0.00,2,,224<br />
2015-7-8,39,32,25,13,12,12,44,29,13,1007,1007,1007,16,16,16,35,8,47,0.00,6,,120<br />
2015-7-9,35,31,26,17,14,11,51,37,23,1012,1011,1008,16,16,16,48,17,60,0.00,1,,192<br />
2015-7-10,36,30,24,16,14,11,51,40,28,1011,1009,1007,16,16,16,37,15,48,0.00,0,,199<br />
2015-7-11,38,32,26,16,13,9,54,37,19,1014,1011,1008,16,16,16,29,9,42,0.00,0,,218<br />
2015-7-12,39,32,25,19,13,9,40,30,19,1017,1013,1009,16,16,13,29,9,37,0.00,1,Rain-Thunderstorm,202<br />
2015-7-13,39,32,25,18,14,10,62,41,19,1013,1011,1007,16,16,16,34,14,47,T,1,Rain-Thunderstorm,158<br />
2015-7-14,38,31,24,17,14,11,56,39,21,1012,1009,1006,16,15,2,66,15,82,4.32,1,Rain-Thunderstorm,155<br />
2015-7-15,36,29,22,18,14,12,68,46,24,1018,1012,1007,16,15,1,27,11,32,6.35,2,Rain-Thunderstorm,135<br />
2015-7-16,38,32,25,20,14,9,58,40,21,1017,1012,1007,16,16,16,52,10,66,0.25,3,Rain-Thunderstorm,139<br />
2015-7-17,34,30,26,18,16,13,62,46,30,1015,1011,1008,16,16,16,32,9,43,T,1,Rain,179<br />
2015-7-18,34,29,24,19,17,13,64,47,30,1015,1013,1011,16,16,16,34,8,39,T,1,Rain,179<br />
2015-7-19,35,29,23,18,16,12,73,51,28,1017,1015,1012,16,16,16,32,11,39,0.00,1,,252<br />
2015-7-20,37,31,24,18,15,11,64,43,22,1016,1012,1008,16,16,16,26,11,35,0.00,1,,302<br />
2015-7-21,39,32,25,17,13,9,60,38,16,1010,1008,1005,16,16,16,26,10,37,0.00,2,,245<br />
2015-7-22,37,32,27,17,14,11,51,36,21,1015,1009,1007,16,16,16,47,15,56,T,2,Thunderstorm,175<br />
2015-7-23,34,28,23,21,18,14,76,55,34,1015,1013,1010,16,16,8,29,13,35,1.78,4,Rain,151<br />
2015-7-24,37,31,23,20,16,12,84,54,24,1016,1013,1011,16,16,16,27,11,37,0.00,1,,229<br />
2015-7-25,38,32,27,17,11,4,54,35,15,1013,1010,1007,16,16,16,27,11,35,0.00,0,,302<br />
